Parent,Child,Conversion,Child Description,Parent Description,Child QSU,Parent QSU,Child SU,Parent SU
19006216,19006216EA,25,A35CVRL 2NDGN 3X EL WR/AK 1 EA,A35CVRL 2NDGN 3X EL WR/AK 25CS,00024,00025,PK,CS
17988046,17988046EA,25,COV ISO CLN STR ELWRAN XL 1EA,COV ISO CLN STR ELWRAN XL 25CS,00001,00025,EA,CS
190881123E,190881123EE,25,COV CL ST 2X 1EA,COV CL ST 2X 25/CS,00025,00025,PK,CS
18022830,18022830EA,25,LAB COAT WHITE MED 36-40 1EA,LAB COAT WHITE MED 36-40 25/CS,00001,00025,EA,CS
FB012916,FB012916EA,25,BEAKER DIS PP 600ML GRAD 1/EA,BEAKER DIS PP 600ML GRAD 25/PK,00025,00025,PK,PK
17988048,17988048EA,25,COV ISO CLN STR ELWRAN 3X 1/EA,COV ISO CLN STR ELWRAN 3X 25CS,00025,00025,PK,CS
18022832,18022832EA,25,LAB COAT WHITE XLG 48-52 1EA,LAB COAT WHITE XLG 48-52 25/CS,00025,00025,PK,CS
21385121,21385121EA,25,RGT RESRVOIR ST 12CH LID 1/EA,RGT RESRVOIR ST 12CH LID 25/CS,00025,00025,PK,CS
09761116,09761116EA,25,ASSAY BLOCK 1ML PP STR 1EA,ASSAY BLOCK 1ML PP STR 25/CS,00001,00025,EA,CS
SE1M179M6,SE1M179M6EA,25,STERIFLIP-GV 0.22UM RS 1/EA,STERIFLIP-GV 0.22UM RS 25/PK,00001,00025,EA,PK
17988045,17988045EA,25,COV ISO CLN STR ELWRAN LG 1EA,COV ISO CLN STR ELWRAN LG 25CS,00025,00025,PK,CS
17441033,17441033PK,25,PF-065-095-NRG/ECO/BAL-GR/WT,PF-065-095-NRG/ECO/BAL-GR/WT,00001,00500,EA,CS
08757100B,08757100BPK,25,PETRI DISH 60X15MM 20/PK,PETRI DISH 60X15MM 500/CS,00001,00500,PR,CS
191301220,191301220EA,25,CLNRM 6ML POLY BGS 12X18 EA,CLNRM 6ML POLY BGS 12X18 25/PK,00001,00025,EA,PK
17988044,17988044EA,25,COV ISO CLN STR ELWRAN MD 1EA,COV ISO CLN STR ELWRAN MD 25CS,00025,00025,PK,CS
FB0875711Z,FB0875711ZP,25,100X20MM STACKABLE DEEP 16PK,100X20MM STACKABLE DEEP 400CS,00025,00400,PK,CS
17988049,17988049EA,25,COV ISO CLN STR ELWRAN 4X 1/EA,COV ISO CLN STR ELWRAN 4X 25CS,00001,00025,EA,CS
07200669,07200669EA,25,500 ERLENMEYER VENT CAP,500 ERLENMEYER VENT CAP 25/CS,00001,00025,EA,CS
100418B,100418BEA,25,FLASK ERL STL PC 500ML,FLASK ERL STL PC 500ML 25/CS,00100,00025,PK,CS
14230237,14230237EA,25,PCR PLT 96 SKIRTED NT 1EA,PCR PLT 96 SKIRTED NT 25CS,00001,00025,EA,CS
14222420,14222420EA,25,RESRVR SW 384 LP IND STER 1/EA,RESRVR SW 384 LP IND STER 25CS,00001,00025,EA,CS
19042440,19042440EA,25,CVRL TYVEK ELSTC W/A MD 1/EA,CVRL TYVEK ELSTC W/A MD 25/CS,00001,00025,EA,CS
02540623,02540623EA,250,BTL NM RND NO CLSR 250ML 1EA,BTL NM RND NO CLSR 250ML 250CS,00024,00250,PK,CS
14135H,14135HEA,27,RUB STPR 1 HLE NO5 1/2APX,RUB STPR 1 HLE NO5 1/2APX 27PK,00001,00027,EA,PK
12600001,12600001PK,28,NUNC EASYDISH 60MM TC 10/PK,NUNC EASYDISH 60MM TC 280/CS,00001,00280,EA,CS
191500707,191500707PK,28,PROSAT C/P 9X11 70 IPA 50/PK,PROSAT C/P 9X11 70 IPA 1400CS,00001,01400,EA,CS
191500706,191500706PK,28,PROSAT CP9X11 70IPA STR 50/PK,PROSAT CP9X11 70IPA STR 1400CS,00010,01400,PK,CS
14130G,14130GEA,28,RUBBER STOPPER NO5,RUBBER STOPPER NO5 APPX 28/PK,00010,00028,PK,PK
14135G,14135GEA,29,RUB STPR 1 HOLE NO5 APPX,RUB STPR 1 HOLE NO5 APPX 29PK,00001,00029,EA,PK
15182702C,15182702CPK,3,FB HISTOSET II BIOP GN 500/PK,FB HISTOSET II BIOP GN 1500/CS,00001,01500,EA,CS
191600120,191600120PK,3,WIPER 9X11 BG300 300/PK,WIPER 9X11 BG300,00001,00900,EA,CS
19063560,19063560PK,3,SHOE COVER ESD 100/PK,SHOE COVER ESD 300/CS,00025,00300,PK,CS
22225102,22225102PK,3,TENDRSRB/PAD/BULK/23X36/50PK,TENDRSRB/PAD/BULK/23X36/150CS,00001,00150,EA,CS
191600417,191600417PK,3,RANGER FACEVEIL HDBND WH 50PK,RANGER FACEVEIL HDBND WH 150CS,00001,00150,EA,CS
19165385,19165385PK,3,RANGER FACEVEIL SNAP 50PK,RANGER FCEVEIL SNPS WHT.150/CS,00001,00150,EA,CS
12565477,12565477PK,3,LID F96WELL PLT CL ST 20/PK,LID F96WELL PLT CL ST 60/CS,00001,00060,EA,CS
06402D,06402DPK,3,30ML AMBER SERUM BOTTLE 96PK,30ML AMBER SERUM BOTTLE 288/CS,00005,00288,PK,CS
06402C,06402CPK,3,20ML AMBER SERUM BOTTLE 96/PK,20ML AMBER SERUM BOTTLE 288/CS,00001,00288,EA,CS
06406D,06406DPK,3,SERUM BOTTLE 10ML 96/PK,SERUM BOTTLE 10ML 288/CS,00005,00288,PK,CS
06406F,06406FPK,3,SERUM BOTTLE 30ML 96/PK,SERUM BOTTLE 30ML 288/CS,00001,00288,EA,CS
191302071,191302071PK,3,SHOE COVER XL A/S BLUE 100/PK,SHOE COVER XL A/S BLUE 300/CS,96,00300,EA,CS
06406J,06406JPK,3,SERUM BOTTLE 100ML 48/PK,SERUM BOTTLE 100ML 144/CS,00001,00144,EA,CS
06402F,06402FPK,3,100ML AMBR SERUM BOTTLE 48/PK,100ML AMBR SERUM BOTTLE 144/CS,00050,00144,PK,CS
12566439,12566439PK,3,FLASK T25 NUNCLON SPERA PK6,FLASK T25 NUNCLON SPERA 18CS,00001,00018,EA,CS
11865168,11865168EA,3,WSHBT MTHNL GHS VNT 1000ML,WSHBT MTHNL GHS VNT 1000ML 3PK,00035,00003,PK,PK
1590110M,1590110MEA,3,TAPE LIME 25MMX13M 1EA,TAPE LIME 25MMX13M 3/PK,00050,00003,PK,PK
1590110J,1590110JEA,3,TAPE COPPER 25MMX13M 1EA,TAPE COPPER 25MMX13M 3/PK,00001,00003,EA,PK
1590125M,1590125MEA,3,TAPE LIME 25MMX55M 1EA,TAPE LIME 25MMX55M 3/CS,00001,00003,EA,CS
FB11865155,FB11865155E,3,FB WSHBOTTL VNT ISOPROPNOL 1EA,FB WASH BTTLE VENT ISOPROPANOL,00001,00003,EA,PK
FB11865157,FB11865157E,3,FB WSHBOTTLE VNT METHANOL 1EA,FB WASH BOTTLE VENT METHANOL,00001,00003,EA,PK
0259115H,0259115HEA,3,BEAKER GRIFF PMP 1000ML 1EA,BEAKER GRIFF PMP 1000ML 3/PK,00001,00003,EA,PK
50156261,50156261EA,3,CLOROX BLEACH 1/EA,CLOROX GERMICIDAL 8.25 121 OZ,00001,00003,EA,CS
11865154,11865154EA,3,BOTTLE ETHYLACETATE GHS 500ML,WSHBTL ETHYACTAT GHS 500ML 3PK,00001,00003,EA,PK
1590110N,1590110NEA,3,TAPE ROSE 25MMX13M 1/EA,TAPE ROSE 25MMX13M 3/PK,00001,00003,EA,PK
03411629,03411629EA,3,TAPE LABEL WRITE-ON WHT EACH,TAPE LABEL WRITE-ON WHT 3PK,00001,00003,EA,PK
50486643,50486643EA,3,SPICPSN ALL PRP/GLS/DISFT 1EA,SPICSPN ALL PRP/GLS/DISFT 3/CS,00001,00003,EA,CS
191203776,191203776EA,3,TPE CRTSL PLST CLR2INX55Y 1/EA,TPE CRTSL PLST CLR2INX55Y 3PK,00050,00003,PK,PK
1590110Q,1590110QEA,3,TAPE VIOLET 25MMX13M 1/EA,TAPE VIOLET 25MMX13M 3/PK,00050,00003,PK,PK
19165592,19165592EA,3,2 WAFER BX BLU TAPE 36YD,2 WAFER BX BLU TAPE 36YD 3/PK,00050,00003,PK,PK
0344823,0344823EA,3,PIPET FILLER,PIPET FILLER 3/PK,00050,00003,PK,PK
1590110A,1590110AEA,3,TAPE WHITE 25MMX13M,TAPE WHITE 25MMX13M 3/PK,00050,00003,PK,PK
1590110F,1590110FEA,3,TAPE ORANGE 25MMX13M,TAPE ORANGE 25MMX13M 3/PK,00068,00003,PK,PK
1590110B,1590110BEA,3,TAPE YELLOW 25MMX13M,TAPE YELLOW 25MMX13M 3/PK,00001,00003,EA,PK
1590110C,1590110CEA,3,TAPE GREEN 25MMX13M,TAPE GREEN 25MMX13M 3/PK,00001,00003,EA,PK
1590125C,1590125CEA,3,TAPE GREEN 25MMX55M,TAPE GREEN 25MMX55M 3/CS,00001,00003,EA,CS
1590125F,1590125FEA,3,TAPE ORANGE 25MMX55M,TAPE ORANGE 25MMX55M 3/CS,00001,00003,EA,CS
1590125G,1590125GEA,3,TAPE BLUE 25MMX55M,TAPE BLUE 25MMX55M 3/CS,00001,00003,EA,CS
03405A,03405AEA,3,WASH BTL ADJUSTABLE 235ML,SPRAY BTL ADJUSTBLE 235ML 3/PK,00096,00003,PK,PK
10371D,10371DEA,3,FUNNEL POLYPR 6IN 150MM,FUNNEL POLYPR 6IN 150MM 3PK,00100,00003,PK,PK
1590125Q,1590125QEA,3,TAPE VIOLET 25MMX55M 1EA,TAPE VIOLET 25MMX55M 3/CS,00100,00003,PK,CS
1590110G,1590110GEA,3,TAPE BLUE 25MMX13M,TAPE BLUE 25MMX13M 3/PK,00072,00003,PK,PK
FB0340936,FB0340936EA,3,FB WASH BOTLE VENT ETHANL 1EA,FB WASH BOTTLE VENT ETHANOL,00024,00003,PK,PK
1590110L,1590110LEA,3,TAPE LAVENDER 25MMX13M 1EA,TAPE LAVENDER 25MMX13M 3/PK,00012,00003,PK,PK
FB0340935,FB0340935EA,3,FBWASHBTTLEVENTISOPROPANOLEA,FB WASH BTTLE VENT ISOPROPANOL,00012,00003,PK,PK
FB11865160,FB11865160E,3,FB WSHBOTTLE VENTNA HYPOCHL EA,FB WASH BOTTLE VENT NA HYPOCHL,00001,00003,EA,PK
1590125L,1590125LEA,3,TAPE LAVENDER 25MMX55M 1/EA,TAPE LAVENDER 25MMX55M 3/CS,00006,00003,PK,CS
22163741,22163741EA,3,TAPE PTFE 1/2 X 300 EACH,TAPE PTFE 1/2X300 3/PK,00050,00003,PK,PK
1590125K,1590125KEA,3,TAPE GRAY 25MMX55M,TAPE GRAY 25MMX55M 3/CS,00001,00003,EA,CS
1590125E,1590125EEA,3,TAPE RED 25MMX55M,TAPE RED 25MMX55M 3/CS,00001,00003,EA,CS
06406E,06406EPK,3,SERUM BOTTLE 20ML 96/PK,SERUM BOTTLE 20ML 288/CS,00001,00288,EA,CS
1590110D,1590110DEA,3,TAPE PINK 25MMX13M,TAPE PINK 25MMX13M 3/PK,00001,00003,EA,PK
1590125N,1590125NEA,3,TAPE ROSE 25MMX55M 1EA,TAPE ROSE 25MMX55M 3/CS,1,00003,EA,CS
1590125A,1590125AEA,3,TAPE WHITE 25MMX55M,TAPE WHITE 25MMX55M 3/CS,00001,00003,EA,CS
011890106,011890106EA,3,BTLWASH LYOB 500ML 1EA,BTLWASH LYOB 500ML 3/PK,00001,00003,EA,PK
06406K,06406KPK,3,SERUM BOTTLE 125ML 48/PK,SERUM BOTTLE 125ML 144/CS,00001,00144,EA,CS
1590125B,1590125BEA,3,TAPE YELLOW 25MMX55M,TAPE YELLOW 25MMX55M 3/CS,00025,00003,PK,CS
FB0340933,FB0340933EA,3,FB WASHBOTTLE VENT METHANOL1EA,FB WASH BOTTLE VENT METHANOL,00001,00003,EA,PK
0259110G,0259110GEA,3,BEAKER GRIFFIN PP 1000ML,BEAKER GRIFFIN PP 1000ML 3/PK,00001,00003,EA,PK
1590125D,1590125DEA,3,TAPE PINK 25MMX55M,TAPE PINK 25MMX55M 3/CS,00001,00003,EA,CS
09320300,09320300EA,3,PAPER ROLL SELF-ADHESIVE 1EA,PAPER ROLL SELF-ADHESIVE 3PK,00001,00003,EA,PK
1590110E,1590110EEA,3,TAPE RED 25MMX13M,TAPE RED 25MMX13M 3/PK,00050,00003,PK,PK
03313116,03313116EA,3,CRTCLN L PCBIOT S USP7880 EA,CRTCLN L PCBIOT S USP7880 3/CS,00001,00003,EA,CS
02540259,02540259EA,3,CARBOY 20L BIOTAINER PC 1/EA,CARBOY 20L BIOTAINR PC 3/CS,00050,00003,PK,CS
1590110K,1590110KEA,3,TAPE GRAY 25MMX13M 1EA,TAPE GRAY 25MMX13M 3/PK,00001,00003,EA,PK
1590110H,1590110HEA,3,TAPE AQUA 25MMX13M 1/EA,TAPE AQUA 25MMX13M 3/PK,00001,00003,EA,PK
1590125H,1590125HEA,3,TAPE AQUA 25MMX55M 1EA,TAPE AQUA 25MMX55M 3/CS,00005,00003,PK,CS
1590125J,1590125JEA,3,TAPE COPPER 25MMX55M 1EA,TAPE COPPER 25MMX55M 3/CS,00001,00003,EA,CS
0666982,0666982PK,30,IODINE PREP 3S 25/PK,IODINE PREP 3S 10/25 750/CS,00001,00750,EA,CS
19168571,19168571PK,30,PROSAT G2HWKNIT 9X9IN5/95 25PK,PROSAT G2HW KNIT 9X9 IN 5/95,00001,00750,EA,CS
17500274,17500274EA,30,TYVK 400 LAB COAT NF LG 1EA,TYVK  400 LAB COAT NF LG 30/CS,00001,00030,EA,CS
19823600,19823600EA,30,FROCK TYVEK EL WR MD  1EA,FROCK TYVEK EL WR MD 30CS,00001,00030,EA,CS
S94729,S94729EA,30,EMERGECY THERMAL BLANKET,EMERGECY THERMAL BLANKET 30/CS,00001,00030,EA,CS
14140G,14140GEA,30,RUB STPR 2 HOLE NO5 APPX,RUB STPR 2 HOLE NO5 APPX 30PK,00001,00030,EA,PK
0666669,0666669EA,30,SURPASS FACIAL TISSUE WHITE,SURPASS FACIAL TISSUE WH 30/CS,00001,00030,EA,CS
0136110C,0136110CEA,30,LAB COAT TY SNP 2PKT LG,LAB COAT TY SNP 2PKT L 30/CS,00001,00030,EA,CS
0136110D,0136110DEA,30,LAB COAT TY SNP 2PKT XL,LAB COAT TY SNP 2PKT XL 30/CS,00001,00030,EA,CS
0136110E,0136110EEA,30,LAB COAT TY SNP 2PKT 2X,LAB COAT TY SNP 2PKT 2X 30/CS,00001,00030,PR,CS
17500276,17500276EA,30,TYVK 400 LAB COAT NF MD 1EA,TYVK  400 LAB COAT NF MD 30/CS,00010,00030,PK,CS
0136110A,0136110AEA,30,LAB COAT TY SNP 2PKT SM,LAB COAT TY SNP 2PKT S 30/CS,00050,00030,PK,CS
0136110B,0136110BEA,30,LAB COAT TY SNP 2PKT MD,LAB COAT TY SNP 2PKT M 30/CS,00100,00030,PK,CS
18001502,18001502EA,30,ER NOTEBOOK LATEX 3X5 EA,CR NTBK LTX 3X5 RLD 30/CS,00100,00030,PK,CS
191301465D,191301465DE,30,FROCK EL WR NO POC XL 1/EA,FROCK EL WR NO POC XL 30/CSFR,00100,00030,PK,CS
18001501,18001501EA,30,CR NOTEBOOK LATEX 5.5X8.5 1/EA,CR NTBK LTX 5.5X8.5 RLD 30/CS,00001,00030,EA,CS
190881125E,190881125EE,30,CLNRM WHT FROCK 2X 1EA,CLNRM WHT FROCK 2X 30/CS,00096,00030,PK,CS
19168570,19168570EA,30,PROSAT G2HW KNIT 9X9IN 70/30,PROSAT G2HW KNIT 9X9IN 70/30,00010,00750,PK,CS
19900022,19900022EA,30,LBCOAT TYVEK EW 4SNAP XL 1/EA,LBCOAT TYVEK EW 4SNAP XL 30/CS,00025,00030,PK,CS
1256671,1256671EA,30,96WELCELC POLY OPTBTM WH EA,96WELCELC POLY OPTBTM WH 30/CS,00001,00030,EA,CS
502003722,502003722EA,30,FACIAL TISS. 100-2PLYPOM-ETTS,FACIAL TISSUE 100-2PLYPOM 30CS,00050,00030,PK,CS
19823601,19823601EA,30,FROCK TYVEK EL WR LG 1/EA,FROCK TYVEK EL WR LG 30CS,00001,00030,EA,CS
19040897,19040897EA,32,MOP HEAD VERTIKLEAN 12IN,MOP HEAD VERTIKLEAN 12 32CS,00001,00032,EA,CS
19120826,19120826EA,32,MOP HEAD VERTIKLEAN STR,MOP HEAD VERTIKLEAN STR 32CS,00001,00032,EA,CS
14130F,14130FEA,33,RUBBER STOPPER NO4 APPX,RUBBER STOPPER NO4 APPX 33/PK,00001,00033,EA,PK
02540263,02540263EA,35,BIOTAINER PETG 1L ST 1EA,BIOTAINER PETG 1L ST 35/CSBIO,00001,00035,EA,CS
15078290,15078290EA,35,ALUMINUM FOIL 12INX75FT 1EA,ALUMINUM FOIL 12INX75FT,00050,00035,PK,CS
1139226B,1139226BPR,36,GLV TRIONIC CR SZ 8 1 PR,GLV TRIONIC CR SZ 8 12PR,00001,00072,EA,CS
1139226C,1139226CPR,36,GLV TRIONIC CR SZ 9 1 PR,GLV TRIONIC CR SZ 9 72PR,00001,00072,EA,CS
1139226D,1139226DPR,36,GLV TRIONIC CR SZ 10 1 PR,GLV TRIONIC CR SZ 10 12PR,00020,00072,PK,CS
1139226E,1139226EPR,36,GLV TRIONIC CR SZ 11 1 PR,GLV TRIONIC CR SZ 11 12PR,00001,00072,EA,CS
1139226D,1139226DPK,36,GLV TRIONIC CR SZ 10 12PR/PK,GLV TRIONIC CR SZ 10 12PR,00001,00072,EA,CS
1139226C,1139226CPK,36,GLV TRIONIC CR SZ 9 12PR/PK,GLV TRIONIC CR SZ 9 72PR,00001,00072,EA,CS
1139226E,1139226EPK,36,GLV TRIONIC CR SZ 11 12PR/PK,GLV TRIONIC CR SZ 11 12PR,00250,00072,PK,CS
03001134,03001134EA,36,EPS SHPPR FOAM/CORRUGATE 1EA,EPS SHPPR FOAM/CORRUGATE 36/PK,00100,00036,PK,PK
19165639,19165639EA,36,TAPE YELLOW CR FB 1 1/EA,TAPE YELLOW CR FB 1 TAPE,00001,00036,EA,CS
0666630,0666630EA,36,FACIAL TISSUE 1BX/100 TISSUES,FACIAL TISSUE 100/BX 36/CS,00001,00036,EA,CS
142373,142373EA,36,SCOOP AUTOCLAV PP 200CC 1/EA,SCOOP AUTOCLAVE PP 250ML 36/CS,00001,00036,PR,CS
02912983,02912983EA,36,JAR PP 250ML W/CAP 1/EA,JAR PP 250ML W/CAP 36/CS,00001,00036,PR,CS
02983B,02983BEA,36,BTL DROP AMB GLASS 60ML,BTL DROP AMB GLASS 60ML 36/CS,00001,00036,PR,CS
191600102,191600102EA,36,POLYIMIDE CR TAPE-1X36YDPOL,POLYIMIDE CR TAPE-1 X 36YDPOL,00001,00036,EA,CS
191600106,191600106EA,36,TAPE 1POLYIMIDE ON 1CORE 1EA,TAPE 1POLYIMIDE ON 1CORE,00001,00036,EA,CS
19305245,19305245EA,36,AUTOCLAVE IND TAPE 1 X60YD 1EA,AUTOCLAVE IND TAPE 1 X60YD,00001,00036,EA,CS
1139226B,1139226BPK,36,GLV TRIONIC CR SZ 8 12PR/PK,GLV TRIONIC CR SZ 8 12PR,00001,00072,EA,CS
02891D,02891DEA,36,JAR WM PP 8 OZ,JAR WM PP 8OZ/250ML 36/CS,00001,00036,EA,CS
02991720,02991720EA,36,2OZ AM DPR BKPH PLS DRP,2OZ AM DPR BKPH PLS DRP 36CS,00072,00036,PK,CS
02912982,02912982EA,36,JAR PP 125ML W/CAP 1/EA,JAR PP 125ML W/CAP 36/CS,00001,00036,EA,CS
22363122,22363122EA,36,TAN 2X5 LATX FREE,TAN 2X5 LATX FREE 36/CS,00001,00036,EA,CS
02891C,02891CEA,36,JAR WM PP 4OZ/125ML 1/EA,JAR WM PP 4OZ/125ML 36/CS,00001,00036,EA,CS
03600102,03600102EA,36,POLAR PACK GEL PK 16 OZ 1/EA,POLAR PACK GEL PK 16 OZ 36/PK,00001,00036,EA,PK
50999836,50999836PK,4,TECN200UL MCA96 TIPFIL WB960PK,TECAN 200UL MCA96 TIP FIL WB,00001,03840,EA,CS
19145468,19145468PK,4,EARPLUG EARSOFT REG 500/PK,EARPLUG EARSOFT REG 2000CS,00001,02000,EA,CS
149621C,149621CPK,4,TB DISP CULTR 12X75MM 250PK,TB DISP CULTR 12X75MM 1000/CS,00001,1000,EA,CS
149621B,149621BPK,4,TB DISP CULTR 16X150MM 250/PK,TB DISP CULTR 16X150MM 1000/CS,00001,01000,EA,CS
14958D,14958DPK,4,CULT TUBE 13X100MM DISP 250/PK,CULT TUBE 13X100MM DISP M/CS,00001,01000,EA,CS
1367818A,1367818APK,4,PIPET MICRO CAP 10UL 250/PK,PIPET MICRO CAP 10UL 1000/CS,00001,01000,EA,CS
K719005,K719005PK,4,PIPET 250/PKPIPET 250/PK,PIPET 1000/CSPIPE,00020,01000,PK,CS
1495935A,1495935APK,4,TUBE CULT DISP 16X125MM 250/PK,TUBE CULT DISP 16X125MM M/CS,00020,01000,PK,CS
1495776F,1495776FPK,4,TUBE 16X100 RB SC CAP 250/PK,TUBE 16X100 RB SC CAP 1000/CS,00001,01000,EA,CS
1496128,1496128PK,4,TUBE CULT DSP 15X85MM 250PK,UBE CULT DSP 15X85MM 1000/CS,00025,01000,PK,CS
1496131,1496131PK,4,TUBE CULT DSP 16X150MM 250/PK,TUBE CULT DSP 16X150MM 1000/CS,00001,01000,EA,CS
1496126,1496126PK,4,TUBE CULT DSP 12X75MM 250/PK,CULT TUBE DISP 12X75MM 1000/CS,00001,01000,EA,CS
1496127,1496127PK,4,TUBE CULT DSP 13X100MM 250/PK,TUBE CULT DSP 13X100MM 1000/CS,00001,01000,EA,CS
1496215A,1496215APK,4,TUBE TEST DISP 10X75MM 250/PK,TUBE TEST DISP 10X75MM 1000/CS,384,01000,EA,CS
1496215F,1496215FPK,4,TUBE CULT DISP 16X125 250/PK,TUBE CULT DISP 16X125 1000/CS,00100,01000,PK,CS
1496125,1496125PK,4,TUBE CULT DSP 10X75MM 250/PK,TUBE CULT DSP 10X75MM 1000/CS,24,01000,EA,CS
1367633D,1367633DPK,4,PIP SER ST 5X1/5ML 240/PK,PIP SER ST 5X1/5ML 960/CS,00020,00960,PK,CS
18031089,18031089PK,4,WIPER PREWET 200/PK,WIPER IPA PREWET 800/BAGWI,00100,00800,PK,CS
191300036,191300036PK,4,POUCHPAPER SLF 3.5X8 200PK,POUCHPAPERSLF 3.5X8.75IN 800CS,00100,00800,PK,CS
191300038,191300038PK,4,POUCHPAPER SLF5.25X10 200PK,POUCHPAPER SLF5.25X10 800CS,00001,00800,PR,CS
136667F,136667FPK,4,PIPET 1ML 200PK,PIPET 1ML 800/CS,00001,00800,EA,CS
5090116847,5090116847E,4,STABLRKLTSFLTR1000ULTIPS 192EA,STABLERAK LTS FLTR 1000UL TIPS,00001,768,EA,PK
19038564,19038564PK,4,PROSAT HWKNIT 12IN 70IPA 150PK,PROSAT HWKNIT 12IN 70IPA 600CS,00001,00600,EA,CS
02923202,02923202PK,4,2MLPIPETTE PAPER PEEL 125/PK,2MLPIPETTE PAPER PEEL CS500,00050,00500,PK,CS
055695,055695PK,4,CAP 15-415 F/10-15MLTB 125/PK,CAP 15-415 F/10-15MLTB 500/CS,00050,00500,PK,CS
C9944518,C9944518PK,4,CULT TUBE DSP 18X150MM 125/PK,CULT TUBE DCT 18X150MM 500/CS,00012,00500,PK,CS
1496134,1496134PK,4,TUBE CULT DSP 25X150MM 125/PK,TUBE CULT DSP 25X150MM 500/CS,00012,00500,PK,CS
1367827D,1367827DPK,4,PIPET STL 2X1/100ML 125/PK,PIPET STL 2X1/100ML 500/CS,00001,00500,EA,CS
1496132,1496132PK,4,TUBE CULT DSP 18X150MM 125/PK,TUBE CULT DSP 18X150MM 500/CS,00001,00500,EA,CS
50202130,50202130PK,4,2ML ASPIRATING PIPET 100/PK,2ML ASPIRATING PIPET,00020,00400,PK,CS
1367820B,1367820BPK,4,PIPET DISP 5 3/4 IN 360/PK,PIPET DISP 5 3/4 IN 1440/CS,00050,01440,PK,CS
22257150,22257150PK,4,TB SOFTPAK 1ML LL SYR 60PK  RX,TB SOFTPAK 1ML SYR 240/CS   RX,00100,00240,PK,CS
14958H,14958HPK,4,CULT TUBE 16X150MM DISP 250/PK,CULT TUBE 16X150MM DISP 1000CS,00100,01000,PK,CS
13690086,13690086PK,4,LOBIND CONICL TUBES 15ML 50/PK,LOBIND CONICL TUBES 15ML 200PK,00001,00200,EA,PK
17150200,17150200PK,4,KMTCH A5 STRL SLV 50PK,KMTCH A5 STRL SLV 20O/CS,00001,00200,EA,CS
1139010H,1139010HPK,4,GLV LTX HYCL 100 10 50PR/PK,GLV LTX HYCL 100 10 200PR/CS,00001,00200,EA,CS
502063419,502063419PK,4,ACRO PSF IC 25MM 0.45UM 50PK,ACRO PSF IC 25MM 0.45UM  200CS,00001,00200,PR,CS
502063012,502063012PK,4,ACRO CR PTFE 0.45UM 25MM 50PK,ACRO CR PTFE 0.45UM 25MM 200C,00001,00200,EA,CS
18326B,18326BPK,4,ALPHASAT 9INX9IN 50/PK,ALPHASAT 9INX9IN 200/CS,00100,00200,PK,CS
1523580,1523580PK,4,WYPALL X80 SHOP PRO TWLS 50PK,WYPALL X80 SHOP PRO TWLS 200CS,00100,00200,PK,CS
14955135,14955135PK,4,FB 2ML ASPIRATING PIPET 50/PK,FB 2ML ASPIRATING PIPET 200/PK,00100,00200,PK,PK
02923205,02923205PK,4,25MLPIPETTE PAPER PEEL 50/PK,25MLPIPETTE PAPER PEEL CS200,00100,00200,PK,CS
07000370,07000370PK,4,SERO-PIPET 5 S PAPR/PLAS 50PK,SERO-PIPET 5 S PAPR/PLAS 200CS,00100,00200,PK,CS
14955233,14955233PK,4,5 ML SEROLOGICAL PIPET  50/PK,5 ML SEROLOGICAL PIPET 200/CS,00100,00200,PK,CS
10101103,10101103PK,4,SEROLOGICAL PIPET 10ML 50/PK,SEROLOGICAL PIPET 10ML 200/CS,00005,00200,PK,CS
1798141D,1798141DPK,4,SLEEVE PROTECTRS KLNGD 50/PK,SLEEVE PROTECTRS KLNGD 200/CS,00001,00200,EA,CS
19014865,19014865PK,4,WYPALL X80 SHOP PRO TWLS 50 PK,WYPALL X80 SHOP PRO TWLS 200CS,00012,00200,PK,CS
0720020,0720020PK,4,PIPET ASPIRATNG 5ML STR 50/PK,PIPET ASPIRATNG 5ML STR 200/CS,00012,00200,PK,CS
1367441D,1367441DPK,4,PIPT 10ML PL DIS ST PLG 50/PK,PIPT 10ML PL DIS ST PLG 200/CS,00001,00200,EA,CS
1367441E,1367441EPK,4,PIPT 25ML PL DIS ST PLG 50/PK,PIPT 25ML PL DIS ST PLG 200/CS,00001,00200,EA,CS
191202986,191202986PK,4,GLV STR SYN SZ7 50PR/PK,GLV STR SYN SZ7 200PR/CS,00001,00200,EA,CS
191202987,191202987PK,4,GLV STR SYN SZ7.5 50PR/PK,GLV STR SYN SZ7.5 200PR/CS,00001,00200,EA,CS
191202988,191202988PK,4,GLV STR SYN SZ8 50PR/PK,GLV STR SYN SZ8 200PR/CS,00010,00200,PK,CS
1367551,1367551PK,4,PIPET SEROLGCL 25ML EXT 50/PK,PIPET SEROLGCL 25ML EXT 200/CS,00001,00200,EA,CS
1367549,1367549PK,4,PIPET SER1X10 10ML 50/PK,PIPET SER1X10 10ML 200/CS,00100,00200,PK,CS
1367516,1367516PK,4,PIPET ASPRATNG INDV 2ML 50/PK,PIPET ASPRATNG INDV 2ML 200/CS,00020,00200,PK,CS
136682,136682PK,4,PIPET SERO DISP 25ML 50/PK,PIPET SERO DISP 25ML 200/CS,00001,00200,EA,CS
